	AM-AD-1	AM-AD-2	AM-F10-T1	AM-F10-T2	DA-AD-1	DA-AD-1T	DA-AD-2	DA-AD-3	DA-AD-3T	DA-AD-4	ES-AD-1	ES-AD-2	ES-AD-3	ES-AD-4	FR-AD-1	FR-AD-2	FR-AD-3	FR-AD-4	FR-AD-5	FR-AD-6	FR-AD-7	FR-AD-8	IT-AD-1	IT-AD-2	IT-AD-3	IT-AD-4	IT-AD-5	IT-AD-6	JP-AD-1	JP-AD-2	JP-AD-3	JP-AD-4	JP-AD-5	JP-AD-6	JP-AD-7	JP-AD-8	JP-AD-9	JP-IN-1	JP-IN-2	JP-IN-3	JP-IN-4
Leuconostoc	0.00004765	0.00003939	0.00000704	0.00000836	0	0	0	0	0.00000382	0	0	0	0	0	0	0	0.00007104	0	0	0	0	0.00004442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00003522	0	0
Weissella	0	0.00003983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00001399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactococcus	0.00078303	0.00249582	0.00016915	0.00033127	0	0.00000354	0	0	0.00001341	0	0.00002024	0	0	0.00018156	0	0	0.00005142	0.0004436	0	0.00017187	0.00004688	0.00078469	0.00002403	0	0	0	0	0	0	0	0	0	0	0	0.00013133	0	0	0	0.00005684	0	0
Unclassified Pasteurellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00002406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinobacillus	0	0	0	0	0.00007525	0.00000063	0	0	0	0	0	0	0	0.00001274	0	0.00002531	0	0	0	0	0	0	0	0	0	0.00003893	0.00004894	0	0	0.00003442	0	0	0	0	0	0	0	0	0	0	0
Aggregatibacter	0	0	0	0	0	0	0	0	0.00002582	0.00001849	0	0.00001259	0	0	0	0.00002453	0.00002711	0.00016847	0	0	0	0	0	0	0	0.00004898	0	0.00009418	0	0	0	0.00003909	0	0	0	0	0	0	0	0	0
Haemophilus	0	0	0	0	0	0.00001151	0	0	0.00005362	0.00005291	0.0000089	0.00007842	0	0	0	0.0001848	0.00003275	0.0004059	0	0.00005743	0	0	0.0000102	0.00003839	0	0.00050136	0.00002862	0.00040344	0	0	0.0000455	0.00004855	0.00009169	0.00005508	0	0	0	0	0	0	0
Histophilus	0	0	0	0	0	0	0	0.00001418	0.00000331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus	0.00003535	0.00897181	0.00093296	0.00194011	0.00009541	0.00013102	0.00020572	0	0.0000776	0.00022021	0.00364222	0.00116403	0.00159819	0.00258593	0.00023384	0.0001184	0.00098646	0.0004922	0.00003012	0.01456284	0.00124293	0.00131552	0.00064815	0.00010587	0.00044381	0.04185805	0.00098054	0.00088458	0.00077432	0.00166855	0.00597102	0.00132236	0.00442693	0.00323627	0.00639396	0.00056375	0.00035939	0.00010794	0.00068801	0.00192389	0.00101581
Pasteurella	0	0	0	0	0	0	0	0	0.00000587	0	0	0	0	0	0	0	0	0.00002466	0	0	0	0	0	0	0	0.00000977	0	0.00002412	0	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter	0	0	0	0.00000066	0.00007814	0.00001299	0.00002487	0	0.00006085	0.00001584	0.00001156	0.00000837	0.00000858	0.00000853	0	0	0.00006721	0.00001429	0.00000952	0.00001325	0	0	0.00002469	0.00008996	0.0000646	0	0.00011351	0.00001819	0	0.00002378	0.00002096	0	0.00004866	0	0.00002757	0	0	0	0	0	0.0000896
Enhydrobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00001093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Azotobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00000888
Cellvibrio	0	0	0	0	0	0	0	0.00000124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas	0	0	0	0	0	0.0000006	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000046	0	0	0	0.00005104	0	0	0	0.00002563	0	0	0.00000452	0	0	0	0	0	0.00001393	0.00000432	0	0	0.0000217
Unclassified Clostridiales	0.00037359	0.00085775	0.00147056	0.00546261	0.00074632	0.00061541	0.00129529	0.00074028	0.00071491	0.00064603	0.00149746	0.00035696	0.00070893	0.00166102	0.00074563	0.00076973	0.00095365	0.00136372	0.00048883	0.00148877	0.00127081	0.00129239	0.00448154	0.00094325	0.00105017	0.00019138	0.00128197	0.00045894	0.00313119	0.00388516	0.00148019	0.00239982	0.00578772	0.00558019	0.00586601	0.00171056	0.00142453	0.00011875	0.00030935	0.00272441	0.00319474
Aliivibrio	0	0	0	0	0	0	0	0	0	0	0	0.00000321	0	0	0.0000058	0	0	0.00000614	0	0	0	0	0	0	0	0	0.00000302	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Photobacterium	0	0.00001247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vibrio	0	0	0	0.00000185	0	0	0	0.00001568	0	0	0	0	0	0	0	0	0.0000111	0.00001314	0.00000288	0	0	0	0.0000461	0	0	0	0.00000862	0	0	0	0	0	0	0	0	0	0.00001083	0	0	0	0
Stenotrophomonas	0	0	0	0	0	0	0	0	0.00000068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00001701	0.0000384	0.00000883	0	0.00006884	0.00009174	0	0.00002058	0.0000063	0.00003073	0.00021673
Xanthomonas	0	0	0	0.00000153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00000797	0	0	0	0	0	0	0	0	0.00002525	0
Brachyspira	0	0	0	0	0	0	0	0	0	0	0	0.00000971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Treponema	0.00001702	0.0000571	0.00001929	0.00002229	0.00003914	0.00001397	0.0000178	0.00001132	0.00001872	0.00005537	0.00002397	0.00000386	0	0.00005409	0.00001045	0.00004252	0	0.000043	0.00003651	0.00006336	0	0.00006481	0.00003495	0.00004788	0.00001157	0	0.00001089	0.00004332	0.00002359	0.00012237	0	0.00013783	0.00041739	0	0	0.00002197	0.00006082	0	0	0	0
Aminobacterium	0	0	0	0	0	0.00000429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aminomonas	0	0	0	0	0	0	0	0	0.00000359	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00001585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pyramidobacter	0	0	0.00000825	0	0	0.00000332	0	0.00002223	0	0	0	0	0	0	0	0	0	0	0	0.00002073	0.00004328	0	0.00448212	0	0.00001136	0.00030211	0.00083039	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acholeplasma	0	0	0.00009363	0	0	0.0000099	0.00004957	0	0.00003534	0.0000664	0	0.00004838	0	0	0	0.00041576	0	0	0	0	0	0	0	0	0.00001943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unclassified Entomoplasmataceae	0	0	0.00006163	0	0	0.00000421	0.00029549	0.0000235	0.00000548	0	0	0	0	0	0	0	0	0	0.00004021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mesoplasma	0	0	0.00003553	0	0	0.00000536	0.00003762	0	0.0000251	0	0	0	0	0	0	0	0	0	0.00018426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycoplasma	0	0	0	0	0	0	0.00365058	0	0	0	0	0	0	0	0.00007897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Verrucomicrobia	0	0	0	0	0	0.00000186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Akkermansia	0	0	0.00110539	0.00261134	0.00021111	0.0000606	0.06584182	0.0290503	0.00876977	0	0	0.00015304	0.00000558	0.04946873	0.00861298	0.08688558	0.04399309	0.0124431	0	0	0.01135816	0.0213806	0.01073193	0.01896788	0.0055037	0	0.03012273	0.00312771	0.00070907	0	0.00077418	0.00023757	0.00825079	0.00162419	0	0	0	0	0	0	0.00014312
Opitutus	0	0	0	0	0	0	0	0	0.00000111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coraliomargarita	0	0	0	0	0	0	0	0	0.00000177	0.0000076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methanobrevibacter	0.11354698	0.10343604	0.01963307	0.01254332	0	0.00000987	0.00768753	0.00013041	0.00172754	0.00021254	0	0.00021634	0	0	0.0013163	0.0019769	0.00003383	0	0.0124125	0.00831859	0.00019103	0	0	0.00103107	0	0.00056856	0.01651201	0.00550407	0	0.00030779	0	0	0	0	0	0	0	0	0	0	0
Methanosphaera	0.00072647	0	0	0	0	0	0	0	0	0	0	0.00003296	0	0	0.00044597	0.00080256	0	0	0	0	0.00012548	0	0	0	0	0.00009384	0.00117789	0.00052384	0	0	0	0	0	0	0	0	0	0	0	0	0
Methanocella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00001875	0	0	0	0	0	0	0	0	0	0.00002789	0	0	0	0	0	0	0	0	0	0
Cyanobacteria	0	0	0	0	0	0.00000079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00001855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Family_XII_GpXII	0	0	0	0	0	0	0	0	0	0.00000736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyanobacteria_Family_XI_GpXI	0	0	0	0	0	0	0.00000511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00000938	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Family_IX_GpIX	0	0	0	0	0	0.00000119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Megasphaera	0.00086778	0.00042649	0.00092646	0.00044477	0.00015476	0.00008861	0.00033418	0.00021307	0.00018451	0.00031377	0.00046386	0.00023816	0.00053819	0.00031529	0.00061136	0.00031499	0.00037776	0.00037086	0.00035045	0.00051277	0.000447	0.00050806	0.00168515	0.00015753	0.00026123	0.00004804	0.0004713	0.00044958	0.00077971	0.00303047	0.00450844	0.00088955	0.00072764	0.00011569	0.00010431	0.00027594	0.00062637	0	0	0.00026645	0.00022088
Acidaminococcus	0.00124581	0.00081617	0.00032022	0.00076266	0.00030998	0.00020206	0.00025516	0.00087582	0.00057304	0.00087103	0.01600193	0.00098243	0.01038153	0.00020275	0.00510855	0.00050394	0.00061524	0.00040484	0.00034521	0.00249773	0.00018779	0.0004475	0.00164094	0.00012997	0.00039793	0.00246835	0.00033594	0.00138355	0.08141803	0.02333849	0.00148306	0.00054738	0.00047812	0.00044226	0.00032491	0.00055684	0.00063914	0.00021772	0	0.00004993	0.00516931
Mitsuokella	0.00798553	0.0000153	0.00000273	0	0.00000364	0.00001649	0.00006368	0.00908239	0.00384809	0.00369459	0	0.01625714	0.00007018	0.00000573	0	0	0	0	0.00001891	0	0.00001076	0	0	0	0	0	0	0.00918584	0.00021991	0.06944529	0.09661022	0.00063152	0	0.00011624	0	0.00001137	0	0.0006198	0	0	0.00099867
Selenomonas	0	0.00001541	0.00001101	0.00000306	0	0.00000207	0	0.00001113	0.00000613	0	0	0	0.00006855	0	0	0	0	0	0	0	0	0	0	0	0	0.00002552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00004638
Veillonella	0.00002007	0.00001823	0.00000651	0.00000728	0.00003916	0.00003986	0.00002744	0	0.00008515	0.00009784	0	0.00004087	0.00034428	0.00003185	0.00002429	0.00151315	0.00040472	0.00042535	0	0.00123519	0.00007767	0	0	0	0.00012231	0.00280284	0.00023044	0.00191869	0	0.00007554	0.0001035	0.00016747	0.00004042	0.00064177	0.00078803	0.00008215	0.00003443	0.00169665	0.00009901	0.00101014	0.00717983
Dialister	0.00079008	0.00790476	0.00562585	0.00006611	0	0.00000448	0.00004721	0.00025531	0.00028698	0.00102241	0	0.00001536	0.0000392	0.00061569	0.00033259	0	0	0.00039637	0.0000257	0.0007283	0.03442013	0	0	0.01168568	0.01262322	0.00107894	0.01610915	0	0	0.00046574	0	0.00444688	0.01284327	0.00170289	0	0	0.00059691	0	0	0	0.00010055
Unclassified Ruminococcaceae	0.00638002	0.00499176	0.01167649	0.01143619	0.00281107	0.00154728	0.00750259	0.00717724	0.00572195	0.00544785	0.01126224	0.00374748	0.00565179	0.01357326	0.00837514	0.02307096	0.00431314	0.00444078	0.00348362	0.00559502	0.00796792	0.00661938	0.01516274	0.0090032	0.0042629	0.00039333	0.00969287	0.00428798	0.00173374	0.00612861	0.00322322	0.00565824	0.01415368	0.01446342	0.00254386	0.00503819	0.00485453	0.0002138	0	0.00040564	0.00138664
Subdoligranulum	0.00273856	0.00073319	0.00395948	0.00591211	0.00263982	0.00132548	0.00199408	0.00777291	0.00415587	0.00267676	0.00034208	0.0026944	0.00187032	0.00644963	0.00820862	0.00264418	0.00140032	0.00422087	0.00327884	0.00414118	0.00546116	0.00368108	0.00362128	0.00520344	0.00650212	0.00324237	0.00462379	0.00646474	0.00549311	0.00222814	0.0044739	0.00212653	0.0031863	0.00290493	0.00021084	0.00701326	0.00368731	0.00006152	0	0.00022799	0.00030839
Faecalibacterium	0.02069903	0.0053353	0.08192745	0.07171254	0.01877957	0.01495492	0.00849171	0.02830344	0.01436578	0.03215285	0.03368022	0.03168661	0.05560608	0.03696529	0.08324201	0.03775061	0.03627994	0.04090812	0.04375268	0.02998425	0.05560018	0.02866554	0.0389759	0.04573154	0.07412765	0.03016645	0.01881446	0.05999208	0.14996286	0.06943643	0.13405423	0.1168728	0.02285126	0.04043665	0.00617992	0.04625015	0.13367981	0.00132073	0	0.00132284	0.00455436
Acetivibrio	0.00028056	0.00004105	0.00002636	0.00001585	0.00008708	0.00004554	0.00023424	0.00009686	0.00011944	0.00012719	0.00000784	0.00004392	0.00006315	0.00009987	0.00007488	0.00002953	0.00014607	0.00010436	0.00009601	0.00006846	0.00007053	0.00019623	0.00003177	0.00006919	0.00018195	0.00001439	0.00037358	0.00003468	0.00007675	0.00011354	0.00003578	0.00006848	0.0001253	0.00011692	0.00002984	0.00007146	0.00006336	0	0	0.00009116	0
Anaerotruncus	0.00021478	0.00057256	0.00238015	0.00110223	0.00056448	0.00045403	0.00072407	0.00050842	0.00062525	0.00057018	0.00100182	0.00029164	0.00111811	0.00211454	0.00063571	0.00077411	0.00106756	0.00067345	0.00060033	0.0008995	0.00052295	0.00070485	0.00338248	0.00091583	0.0005566	0.00012634	0.00083951	0.0004429	0.00074907	0.00169769	0.00083542	0.00112824	0.0037657	0.00193953	0.0003897	0.0025836	0.0010957	0	0	0.00004007	0.00019006
Ruminococcus	0.01847423	0.06125294	0.04024466	0.00909014	0.00649973	0.01033409	0.00176278	0.00271001	0.01454849	0.01372323	0.00054458	0.00355777	0.00635559	0.00961088	0.02153144	0.01391232	0.00427214	0.00883805	0.00468216	0.0020204	0.04261553	0.05352079	0.06710775	0.0101686	0.01775003	0.00308346	0.04170391	0.00483945	0.00120289	0.01373417	0.00137493	0.00821235	0.01876608	0.00666102	0.00032425	0.00520158	0.00052699	0.00004439	0	0.00026273	0.00102069
Alkaliphilus	0.00005209	0	0.00000286	0	0	0.00000136	0.00003726	0.00000578	0.00001013	0.00001157	0	0	0	0.00000946	0	0	0	0.00000891	0.00001647	0.00000359	0	0.00001773	0	0.00002443	0	0	0.00006842	0	0	0.00000857	0	0	0	0	0	0	0	0	0	0	0
Clostridium	0.00032483	0.0000842	0.00002557	0.00000937	0.00003532	0.00001455	0.00005041	0.00000725	0.00005416	0.00002209	0.00000578	0	0	0.00002272	0.00003972	0.00012461	0.00004528	0.00008608	0.00010577	0.00019342	0.00008094	0.00003726	0.0000426	0	0.00002284	0.00213229	0.00013273	0.00023009	0	0	0.000049	0.000044	0.00042562	0.00007884	0.00000693	0	0	0.00245946	0.00023496	0.00005043	0.00296132
Symbiobacterium	0	0	0.0000079	0.0000022	0	0.00000119	0	0	0.00000186	0	0	0	0	0	0	0.00001591	0	0	0	0	0	0.00001553	0	0	0	0	0.00001024	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermincola	0	0	0	0	0	0.00000086	0	0.00002292	0.00000267	0.00001147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000441	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfitobacterium	0.0000054	0	0.0000492	0	0.00001535	0.00000111	0.00000521	0.00004354	0.00000667	0	0	0	0	0.00001098	0.00001991	0.00001075	0	0.0000304	0	0.0000143	0	0.00000967	0	0	0.00001059	0	0	0.00001032	0	0.00001734	0	0.00001579	0.00002433	0	0	0	0	0	0	0	0
Desulfotomaculum	0.00001255	0	0.00000195	0	0.00000779	0.00000211	0.00001483	0.00000789	0.00000476	0.0000079	0	0.00000269	0	0	0	0	0	0.00003086	0.0000135	0	0	0.00001219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pelotomaculum	0	0	0.00000466	0.00000259	0.00000929	0.0000014	0.00000986	0	0.00000219	0	0	0.00000963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00001811	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Finegoldia	0.00004762	0.00002194	0.00001511	0.0000448	0.00012515	0.00007057	0	0	0.00000369	0	0.00005729	0	0	0.00001526	0	0.00005033	0	0	0.00025748	0.00002954	0	0	0	0	0	0	0.00002828	0	0	0	0	0	0	0	0	0	0	0	0	0.00075304	0
Peptoniphilus	0	0.00004642	0	0.00000461	0	0.000005	0.00010536	0	0.00002734	0	0	0	0	0	0	0	0.00000922	0	0	0	0	0.0000326	0	0	0	0	0	0	0	0.00004724	0	0	0	0	0	0	0.000108	0	0	0.0000282	0
Parvimonas	0	0.00004629	0.00001654	0.0000046	0.0000165	0.00000499	0.00001751	0	0.00001947	0.00001673	0.00001	0	0	0.00001734	0	0	0	0.00006534	0	0	0.00003254	0	0	0.00003533	0	0.00003245	0.00003215	0	0	0	0	0	0.00010052	0	0	0	0	0	0	0	0
Anaerococcus	0	0.00012519	0.00001074	0.00001597	0	0.0000089	0.00005202	0	0.00001052	0	0.00002971	0	0	0.00001563	0.00001225	0.00004285	0.00005683	0	0	0.00004057	0	0	0	0	0.00001027	0.00001461	0	0	0.00004993	0	0	0	0.00001996	0	0	0	0.0000485	0	0.00026922	0.00020423	0.00007205
Syntrophomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00002135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Syntrophothermus	0	0	0	0	0	0.00000265	0	0	0	0	0	0	0	0	0	0.00002359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unclassified Peptostreptococcaceae	0.0002506	0.00215806	0.00078861	0.00055551	0.00015311	0.00013576	0.00035532	0.00036339	0.00025841	0.00038237	0.00036307	0.00031783	0.00023521	0.00077637	0.00038638	0.00034411	0.00041389	0.00076056	0.00043191	0.00057528	0.00098811	0.00049797	0.00081124	0.0001704	0.00029391	0.00019077	0.00037391	0.00032932	0.0003347	0.00064413	0.00040498	0.0004968	0.00136345	0.00028739	0.000102	0.00063114	0.00163177	0.00107038	0.0010788	0.00046595	0.00485239
Filifactor	0	0	0.00001475	0.0000041	0	0	0	0	0.00000347	0	0	0	0	0.00001547	0	0.0000297	0	0	0	0	0.00002902	0	0.00003067	0	0	0.00007235	0	0	0.00004944	0	0	0.00004733	0	0	0	0	0	0	0	0	0
Sporacetigenium	0.00037439	0.00056704	0.0011575	0.00037033	0.00008751	0.0000548	0.00006023	0	0.00025004	0.00002238	0.00062191	0.00029721	0.00002084	0.00020714	0.00008692	0.00017498	0.00046409	0.00076726	0.00003278	0.00077131	0.00062958	0.00016772	0.00008049	0.00002701	0.00005057	0.00021081	0.00011366	0.00062451	0.00003178	0.00032409	0.00004163	0.00007605	0.00070112	0.00024637	0.00039985	0.00033531	0.00028814	0.00005038	0	0.00008597	0.00024052
Peptostreptococcus	0.00007561	0.00019564	0.00009077	0.00000752	0.0000315	0.00002721	0.00008795	0	0.00007753	0.00002509	0	0.00004893	0.00000599	0.00003793	0.00002523	0.00009533	0.00044146	0.00010262	0.00005083	0.00011915	0.00000887	0.00003333	0.00002363	0	0.00002793	0.00002654	0.00024985	0.00000871	0.00009824	0.00010944	0	0.0000434	0.00004111	0.00014381	0.00025933	0.00027102	0.00004405	0	0	0.00016355	0.00002288
Heliobacterium	0	0	0.00000458	0	0	0.00000345	0.0000097	0	0.00000863	0	0	0.00001894	0	0.00001602	0	0	0	0.0000362	0.00003168	0	0	0.00005403	0	0.00001958	0	0	0.00003563	0	0	0	0	0.0000147	0.00002785	0	0	0	0	0	0	0	0
Unclassified Lachnospiraceae	0.02270117	0.08606714	0.05016927	0.02372668	0.0537487	0.06999492	0.01329292	0.00613964	0.01585131	0.02409891	0.02858098	0.01877146	0.02754079	0.0346941	0.01949263	0.01345943	0.02014612	0.09453568	0.05400805	0.04609564	0.04903577	0.05224675	0.02660915	0.00587281	0.03545559	0.01148608	0.01732815	0.02638349	0.0249852	0.04724745	0.01446762	0.01600474	0.03266628	0.04465106	0.03334218	0.02348259	0.03284652	0.00091447	0.00003556	0.00240677	0.01021821
Oribacterium	0.00004743	0.00002931	0.00004732	0.00003503	0.00003502	0.00001981	0.0000223	0.00006022	0.00003343	0.00001408	0.00001259	0.00002176	0.00001468	0.00001472	0.00000982	0.00004982	0.00015415	0.0000312	0.00004551	0.00007926	0.0000725	0.00008278	0.00002189	0.00001125	0.00009239	0.00004085	0.00004071	0.00004069	0.00018821	0	0.00004589	0.00010134	0.00019198	0.00003689	0	0.00008177	0.00011999	0	0	0	0
